measurement_id,depth_reading_time,water_temperature_50m,salinity_50m,oxygen_saturation_50m,perceived_water_density,sediment_deposition,seafloor_pressure,plankton_density,microplankton_density,mesoplankton_density,macroplankton_density,dissolved_gas_pressure,current_velocity_near_surface,current_velocity_deep,current_direction_near_surface,current_direction_deep,current_turbulence,sediment_temperature_0_to_10cm,sediment_temperature_10_to_30cm,sediment_temperature_30_to_100cm,sediment_temperature_100_to_250cm,sediment_porosity_0_to_10cm,sediment_porosity_10_to_30cm,sediment_porosity_30_to_100cm,sediment_porosity_100_to_250cm,blue_light_penetration,downwelling_light,scattered_light,perpendicular_light_intensity,thermal_emissions,is_photic_zone,photoperiod_intensity,chlorophyll_a_concentration (mg m-3),nitrate_concentration (µmol L-1),phosphate_concentration (µmol L-1),silicate_concentration (µmol L-1),total_alkalinity (µmol kg-1),dissolved_inorganic_carbon (µmol kg-1),pH,partial_pressure_CO2 (µatm),aragonite_saturation_state,sea_surface_height_anomaly (cm),significant_wave_height (m),bottom_current_shear_stress (Pa),sound_speed_water (m s-1),acoustic_backscatter_intensity (dB),turbidity (NTU),light_attenuation_coefficient_Kd (m⁻¹),bioluminescence_intensity (photons cm-2 s-1),Brunt_Vaisala_frequency_squared (s-2),mixed_layer_depth (m),hydrostatic_pressure
17951,2024-01-18 22:00:00,296.65,12.7,,"26,4",1.9,0.987,,41.0,,100.0,,,17.1,,325.0,"30,2",296.75,298.04999999999995,299.35,299.45,"0,339","0,325","0,285","0,251",0.0,,0.0,0,0,0.0,0.0,3.413000218518145,4.293692416137038,0.2607783110377426,,2208.825788236265,2072.8361752206774,8.182369966643911,381.784542735135,2.974033943233181,-5.595320848796412,1.5454814243605774,0.02639659012878752,1496.0739660530958,-65.504584132676,6.297806201884545,0.7280892062280124,,6.0728289700700066e-05,40.7142517410983,1.0111
6213,2022-09-16 20:00:00,296.75,12.400000000000002,"22,1",,0,0.9879,,6.0,28.0,100.0,"0,24",3.3000000000000003,8.325,,,,298.15,298.65,298.04999999999995,298.04999999999995,,"0,274","0,239","0,256",0.0,0.0,0.0,0,,,0.0,0.01,6.2686699909024135,,6.516295041790169,2215.1849299349096,2047.3250790587829,8.243985522593537,372.32759667994566,2.942835134531214,2.882689194224932,0.1,0.006606641211732105,1485.915042877829,,0.5343000924473166,0.1398190313220485,2785.275570873903,7.1673550218457814e-06,84.60164865900518,1.012
17469,,297.95,12.7,"23,2","29,9","0,7",0.9877,77.0,45.0,,99.0,"0,28",,4.199999999999999,,50.0,"8,3",299.65,300.65,299.75,,,"0,162","0,185","0,206",0.0,0.0,0.0,0,0,0.0,0.0,2.5953441959961157,4.641674628423668,,5.052292007783979,2185.918895592481,2015.265535153013,8.11693884257064,370.6071634037264,2.7999076987949505,12.201762892719271,1.016600440942487,0.01036975413389647,,-70.80369275744148,4.5170344423421485,0.6115467320947366,1426611.8828238293,,48.01096500788367,1.0117
17113,2023-12-15 00:00:00,,13.3,"20,9","25,8",0,0.9884,,8.0,37.0,100.0,"0,31",6.9,9.375,,321.0,,297.75,299.65,299.35,299.25,"0,237","0,244","0,219","0,207",0.0,0.0,0.0,0,,0.0,0.0,2.7567620208547843,4.204095363933247,0.27033444748683927,4.0114520823846505,2195.050412372851,,,,,-10.801986612040984,1.1931594016503229,0.014511888481771127,1511.0195135783974,,,0.647343431341561,,0.00025238172428874,57.310205663168354,1.0126
3543,2022-05-28 14:00:00,303.35,20.2,"23,1","36,3",0,0.9835,10.0,,,3.0,"1,48",1.875,,180.0,,"14,8",,299.25,298.54999999999995,298.65,"0,259","0,276","0,268","0,297",,582.0,102.0,,"1010,9",1.0,60.0,1.0233057535794945,4.64039980240601,0.29773542552957366,4.52483718194601,2175.8627773676785,1990.9337416547353,7.950429564745748,431.83053777381986,2.3177831711191375,-12.48002526955662,1.9011715512685943,0.02380820708448954,1506.4152845774277,-70.79834117084835,2.251583610109286,,30.83281207413693,0.0001454052332214828,,1.007
20193,2024-04-21 08:00:00,,14.8,"24,1","32,7",0.0,0.9864,32.0,,,100.0,"0,58",,2.925,241.0,248.0,,299.54999999999995,298.54999999999995,299.35,299.35,"0,308",,"0,306","0,299",357.0,278.0,79.0,"647,9","581,5",,60.0,1.794261721409042,5.23645595018713,0.32700258688913403,,2211.950822292898,,,,,-4.639133800782956,2.380667474954276,0.016656016049105618,1493.5644566366007,-65.53055774900196,3.750827535861014,0.4792786160305143,198.7943035503212,2.7620698308854294e-05,,1.0102
254,2022-01-11 13:00:00,,13.0,"23,3","29,8","12,2",0.9866,78.0,26.0,41.0,100.0,"0,33",5.175000000000001,6.9750000000000005,219.0,216.0,"26,3",300.45,298.85,298.75,298.65,"0,352","0,313","0,191","0,308",280.0,11.0,269.0,"11,6","1344,3",1.0,0.0,2.989420678873201,4.011189441432873,0.29101631368082853,4.915085116078612,2166.8704778730257,,,,,11.214897929703932,1.0515955422591463,0.025708758403248058,1498.507657143662,-69.95859293223043,6.889358802551168,0.7628972400929097,28861.771535471235,0.00011584772876595882,35.96560054142873,1.0106
6011,2022-09-08 10:00:00,300.54999999999995,15.7,"23,9","33,1",,,59.0,29.0,,,"0,67",4.35,,187.0,,"20,9",,297.85,298.35,298.04999999999995,,"0,212",,"0,258",627.0,298.0,329.0,"361,6","1110,7",1.0,60.0,0.01,5.49351944545403,0.3518232571249999,5.303627883623312,2202.2245655379247,,8.05937887735593,415.8050971222865,,-1.3342323923468153,0.1,0.023162420265272182,1505.4705245979972,-86.51735688779014,1.2476442993570234,0.15751345541405842,,8.349263281400914e-05,82.0433899125986,1.0139
21790,2024-06-26 21:00:00,,13.3,"22,6","29,2",0.1,0.9872,54.0,38.0,,3.0,"0,33",3.0,3.6,10.0,,"9,7",299.25,,298.75,299.25,"0,183","0,154","0,184","0,273",,,,0,0,0.0,0.0,0.01,6.504198960913169,0.4682395678384886,5.704331792433486,2241.04419538628,,,,,-7.517094668666466,0.9814008604405965,0.032152278377682524,1482.8522802573916,-77.29733554190564,0.5285792379472627,0.1112551301983009,1922.3051348147997,,50.29871123131695,1.0112
9341,2023-01-25 04:00:00,295.75,12.1,"21,4","26,7",0,0.9828,47.0,,26.0,84.0,"0,19",,4.35,,266.0,"6,1",,298.85,298.45,298.15,"0,244",,"0,262","0,295",0.0,0.0,0.0,0,0,0.0,,3.338460315568874,3.91455865335994,,4.785707268795642,2220.7083750812412,2066.2904757451006,8.235379786211082,378.98513434877236,,-4.15058115786003,1.7577162283131254,0.023311578139034787,1508.2454645425921,,6.076973869639001,0.7040793596872112,4577859.370530168,9.214544992018552e-05,35.188157780992995,1.0069
2143,2022-03-31 06:00:00,,13.0,"20,8",26,0,0.9869,36.0,0.0,,100.0,"0,28",,4.574999999999999,60.0,87.0,,295.95,298.15,298.75,298.54999999999995,"0,26",,"0,309",,,0.0,3.0,0,,1.0,,3.5067406259396394,3.870929889116056,0.27305533269770177,4.175219898348447,2186.0248359285283,,,,,-7.715546012240962,1.8302504938897861,0.016096347744103533,,-66.46893270193532,5.899433028365468,0.7465132978847393,3628.9029572718746,4.064284532030446e-05,,1.0111
6093,,,13.3,"22,6","29,7",0,0.9873,,11.0,,100.0,,,0.975,326.0,124.0,,297.95,,298.15,298.04999999999995,"0,317","0,316",,"0,257",0.0,0.0,0.0,0,0,0.0,0.0,0.01,5.800614850583692,0.3356618546263267,5.121151661209228,2225.5035448035733,,,,,-5.305074166549332,0.23678865510819982,0.04218716037641752,1522.600198728109,-81.95254807784345,1.531207867446092,0.15000093338602136,11119.48605603614,0.00010047325361606935,96.07412633797554,1.0113
6404,2022-09-24 19:00:00,296.95,12.400000000000002,"22,5",28,,,100.0,100.0,4.0,,"0,22",5.475,8.925,169.0,,"6,1",299.45,299.35,298.15,298.04999999999995,"0,299","0,306","0,265","0,255",,0.0,0.0,0,0,0.0,0.0,0.01,6.041645406171662,0.3514166101458568,5.5884099553068785,2197.129246230009,2068.3551822992067,8.156401710103474,383.5578859865131,2.856065940780843,-0.7740610171698625,0.27253697506662783,0.01414500883520805,1493.6542559730321,,,0.15454240425830754,,4.305305315638147e-05,94.96245568634326,1.0112
7633,2022-11-15 00:00:00,296.04999999999995,10.3,,28,,0.9858,,100.0,9.0,100.0,"0,02",,,,240.0,"6,1",296.95,,298.04999999999995,298.04999999999995,"0,327","0,341",,"0,332",,0.0,0.0,0,0,0.0,0.0,2.094613741610993,5.240411235259269,0.31098157634788715,,,2104.815526981471,8.151764484661223,390.0190857825438,3.016167610556975,8.381073644824744,0.6494478815432627,0.02932915088379868,1491.6878665518227,-64.25814655892663,4.535891030768932,0.5278039374644352,,,86.55980197266629,1.0099
1729,,298.85,16.6,"21,7","29,9",0,0.9854,38.0,2.0,,100.0,"0,72",3.075,,45.0,77.0,"8,3",,298.95,298.45,298.54999999999995,"0,293","0,296","0,314","0,299",0.0,0.0,0.0,0,0,,0.0,4.210708492516084,,0.24287874032970483,4.369561730888338,2209.622939078527,2020.801997066847,8.059227576064169,412.40613584144864,2.8418919872670547,-5.4173254933421,,0.019343403511271545,1495.5801248391613,-57.12755095225767,7.296257704163827,0.8758714695968678,43645748.136393055,6.650724078684567e-05,11.483036620932298,1.0093
9275,,,,,,"0,3",0.9853,85.0,35.0,,99.0,"0,94",,13.5,271.0,273.0,"28,8",,297.95,,298.15,,"0,287","0,267","0,296",689.0,523.0,,"647,7","1140,5",1.0,60.0,2.923624858884292,4.584384290858006,0.3096749125210578,5.122958813391316,2165.592879394962,,,,,7.977417029745714,1.176670870966519,0.007336466141724634,1495.160582521058,-67.86112053025543,5.244775632792145,0.6402921000864343,10781.538677701748,8.122424651438676e-05,30.52983339862039,1.0091
1672,,,13.6,23,30,"2,1",0.9811,41.0,5.0,11.0,100.0,,3.375,4.949999999999999,331.0,331.0,,299.95,299.25,298.35,298.54999999999995,"0,349","0,317","0,305","0,296",64.0,0.0,64.0,0,"1054,1",1.0,0.0,2.727472728347728,3.6078527185819693,0.20613282719982454,3.7701519704544366,2242.8377043647406,,,,,10.28993013975935,1.8817054518690999,0.021499008756538047,1514.7777982331631,-64.24184307625538,4.911475555526778,,4895.713891052139,0.00011959651787284848,13.929224310409282,1.0049
15548,2023-10-10 19:00:00,297.45,16.900000000000002,,"27,2",0,0.989,,0.0,0.0,0.0,"0,71",5.175000000000001,10.425,,260.0,"10,4",302.45,302.04999999999995,299.54999999999995,298.35,"0,092","0,067","0,113",,0.0,0.0,0.0,,0,,,0.46354971220109753,6.954802406384326,,6.566705911169619,2170.3088256573988,2024.2850121847648,8.172638502445755,372.6702707434111,2.903196098514313,-17.02618394680946,0.1,0.0300792463568849,1508.3142112513578,-71.57809089311988,1.2437965087054714,0.24971555046047203,34236.79488029911,0.0001552846896359066,94.1381680040007,1.0131
18912,2024-02-27 23:00:00,297.85,,"23,1","29,7",0.0,,38.0,0.0,,100.0,"0,29",,1.0499999999999998,,360.0,"4,7",,299.75,299.54999999999995,299.25,"0,272","0,265","0,216",,0.0,0.0,0.0,0,0,0.0,0.0,3.8034544594697115,4.97321092175151,0.3004054416761263,,2189.545068282098,2061.4858190804157,,,2.6277854273056347,1.368914725671932,2.2087068977793196,0.011612830624833235,1492.595034118472,-58.239848261316205,6.3823939682445605,0.842923801510244,1924561.3297527519,0.00011293607309082974,21.74660812594049,1.0099
19254,,,18.4,"19,7","28,1",0.0,0.9846,38.0,7.0,31.0,44.0,"0,9",,6.675000000000001,321.0,,"6,5",297.04999999999995,299.04999999999995,299.25,299.25,"0,269","0,279","0,314","0,313",0.0,0.0,,0,0,0.0,0.0,3.4472324705145163,4.0720219423892505,0.2899697478547526,4.140592721160539,2221.043640759445,,,,,7.218295827920295,1.6246657727339493,0.012721893993045384,1496.6914381862125,-63.99056659778174,6.196171314815463,,328567.9965056378,1.3629568179016514e-05,14.290771950035012,1.0085
11442,2023-04-22 17:00:00,296.25,10.6,,28,,0.9844,,83.0,67.0,100.0,"0,07",2.475,4.35,,60.0,,298.95,299.85,298.95,298.45,"0,347",,"0,215","0,288",32.0,0.0,32.0,0,"339,2",1.0,0.0,2.356783217455208,4.990519527453361,0.31284785643174984,,2199.149499285443,2038.3529814082551,,418.8946826836364,2.6636670441364942,16.98530368627699,1.7238606474392155,0.02966385699367932,1483.0337663218443,-65.40483283998678,,0.5722823792213322,140.93478169021208,0.0001082580006626989,,1.0085
16061,2023-11-01 04:00:00,297.85,,20,"28,2",0,0.9876,,,24.0,2.0,,2.175,1.875,353.0,352.0,,295.65,299.45,300.15,,"0,198","0,082","0,123","0,213",0.0,,0.0,,0,0.0,0.0,,5.701823437062921,,5.26477266616147,2164.896538882862,2042.1495889860807,8.147968064033199,,2.7089119031675244,,0.12872510203843324,0.014340168893388214,1493.5113597286818,-74.45611066497739,1.4374768082701286,0.21165972732527388,21464.611559574852,0.000125168975651542,81.88554674572502,1.0116
9696,2023-02-08 23:00:00,,,"21,2","25,6",,0.9862,90.0,1.0,,100.0,"0,35",11.85,20.55,333.0,,"27,4",,298.45,298.35,298.25,"0,316","0,299","0,253","0,291",,,0.0,0,0,0.0,0.0,2.7216390697885346,4.770422663531089,0.2780664579046427,5.817951955744319,,2056.921850813743,,373.698543968426,2.9408329603672767,,1.9158999812208979,0.054307953359099805,1502.05022259459,,4.970744522673191,0.6220742325875058,,9.076950454977e-05,20.19022503727421,1.0103
1972,2022-03-24 03:00:00,,12.1,"21,1","25,9",,0.9845,31.0,,2.0,99.0,"0,18",3.75,3.1500000000000004,69.0,70.0,"6,5",295.95,,298.65,298.54999999999995,,"0,332",,"0,308",0.0,0.0,0.0,0,0,0.0,0.0,2.223970094959037,4.237906887433421,0.2662828637675771,4.874966612970658,2178.286285645445,,,,,0.9102490402611609,1.8306970147769797,,1482.0816997520155,-66.14652503895029,4.091172011313959,,149384.9991204863,8.533948490207687e-05,10.0,1.0086
19102,,,11.200000000000005,,"29,5",0.0,0.9855,,1.0,4.0,,"0,12",,4.425000000000001,331.0,313.0,"6,5",298.95,,299.35,299.25,,"0,331","0,288","0,301",0.0,0.0,0.0,0,,0.0,0.0,3.2042681551321928,4.768929738137702,0.322915344844453,,2242.9758125895883,,,,,7.66345443866578,,0.019218278421600087,1519.282911688419,-66.50164856218241,5.912234229433772,0.7184290733578572,585451.2332267858,9.790097730068208e-05,15.56567123199114,1.0095
14512,2023-08-28 15:00:00,301.35,23.5,"18,2","28,8",0,0.9862,,8.0,,0.0,"1,73",,17.4,195.0,,"39,2",305.25,298.95,298.15,297.95,"0,069","0,092","0,164","0,237",,442.0,,,"931,5",1.0,,0.01,6.883894539865556,0.4323555469863769,,2181.1379654855796,2008.9892956207946,7.869532451561492,450.26209571741305,2.3954743476167777,-7.7482058376988965,,,1496.522738124118,-76.65407829446136,0.5593322267344327,0.12494788553523133,181.48713020395098,,,1.0099
18141,2024-01-26 20:00:00,,12.1,,"29,4",0.2,0.9899,66.0,,31.0,100.0,,3.075,5.925000000000001,308.0,,"6,5",298.75,299.65,298.95,299.35,"0,326",,"0,282","0,276",,0.0,0.0,0,0,0.0,,3.0381446229693623,5.152410800987175,0.3089816153351766,5.154408978033034,2209.7727980815725,,,,,-5.86692377421862,,0.01030879771375977,1515.9607869087681,-62.247522498638105,,,1592353.1375452366,0.00011890932390756776,29.5005165137666,1.014
7808,2022-11-22 07:00:00,297.95,,"21,7","28,9",,,34.0,5.0,0.0,100.0,"0,54",3.825,5.4,266.0,273.0,"14,4",298.04999999999995,297.65,298.15,,"0,265","0,265","0,311","0,332",,113.0,95.0,"367,1","431,5",1.0,60.0,1.9173170012055951,5.331048992919569,0.32552285280834803,,2200.992764288914,2055.8422891155597,8.02082755462573,404.409422172011,2.643164722495323,3.671991689038041,0.5976104022198506,0.00927892825355778,1516.4270857414558,-65.50264148160392,3.5166335038180203,0.44552606561559005,3464.3074325853886,0.00010714738200422033,78.51047734062271,1.0109
695,2022-01-29 22:00:00,,,"22,2",28,0,,36.0,4.0,,100.0,,3.5250000000000004,7.800000000000001,337.0,326.0,,297.65,,298.54999999999995,298.54999999999995,"0,296",,,"0,294",0.0,0.0,0.0,0,0,0.0,,3.56280975994365,4.465285203376613,0.3097598816199858,4.246496492770838,2258.0592776474236,2086.991899879363,8.065663830120348,,2.6036087740925,11.158969761179781,,0.01901099177046636,1513.576394654043,,5.899927647740887,0.7464184002569472,4218014.616823246,7.977889833603977e-05,29.240282504659664,1.0116
5730,2022-08-27 17:00:00,298.45,16.6,,,"0,1",0.9848,100.0,100.0,24.0,5.0,"0,71",,15.225,168.0,163.0,,299.75,,297.85,298.04999999999995,"0,229","0,207","0,194","0,262",130.0,59.0,71.0,"218,9","361,2",1.0,60.0,,5.979805057497434,0.38259277877909925,5.747339235076317,2240.9147838072868,,8.105015658079665,401.99844064985376,,-13.436050847950591,0.2629522640437619,0.008127729202891598,1503.5095634625477,-75.39927066834056,0.6083678064253065,0.11648382848860361,,3.258537122390589e-05,93.49994615083492,1.0087000000000002
19035,2024-03-04 02:00:00,,,"22,6","28,1",0.2,0.9866,,,20.0,99.0,"0,25",,,339.0,336.0,,,299.15,299.35,299.25,"0,31","0,321","0,276","0,302",0.0,0.0,0.0,0,0,0.0,0.0,4.0617908370733495,2.7775568236307477,0.10052454412742365,3.8961563568014146,2208.6321900347443,,,,,13.065557459122111,1.3971744737279952,,,-67.79352327658385,6.973522083792837,0.8509291429049861,1916588.541432067,0.000253498261019444,,1.0106
19539,2024-03-25 02:00:00,297.95,14.2,"22,2","29,3",0.0,0.9873,,,30.0,,"0,45",2.7,2.7750000000000004,307.0,299.0,"4,7",297.35,299.54999999999995,299.45,299.25,"0,258","0,231",,"0,308",0.0,,0.0,0,0,0.0,0.0,3.731804522281301,3.643092706452277,0.24194281919472832,3.66697500959555,2252.236341098534,2063.014681353514,8.175242436166467,,2.874495553156632,-5.832161823457417,2.199295621759832,,1502.14003705237,-64.98071196050842,7.117848339344135,0.8195468018138318,2397067.523078318,6.694723606425709e-05,10.0,1.0113
12905,2023-06-22 16:00:00,300.25,17.2,,"30,5",,0.9859,20.0,,8.0,,,8.925,12.45,,178.0,32,301.65,299.35,298.54999999999995,298.65,"0,175","0,176",,"0,254",244.0,148.0,96.0,"339,7","576,9",1.0,60.0,0.8891140616457431,4.616566067409993,0.31322084374399745,5.0152313890250415,2215.063413827984,1990.1554970917682,8.042201044115092,,2.542118892817182,-3.1284537861203656,0.9720652221560776,0.008774716228594269,1488.7289356957108,-69.77154484169182,1.9345013387501135,0.2477038478401683,4.959869002783866,3.246074110126865e-05,,1.0097
18699,2024-02-19 02:00:00,296.35,13.0,"21,5",,,0.9869,35.0,,6.0,100.0,"0,28",,1.95,5.0,344.0,"5,8",297.54999999999995,299.65,299.35,299.15,"0,23","0,239","0,25","0,317",0.0,0.0,0.0,0,0,0.0,0.0,3.293998703726921,4.644999704760973,0.2918597975753008,4.999885295262585,2205.2843868360114,2066.1831607796144,8.186315544587377,376.49788627347147,2.8413936381331397,5.914828165300216,,0.0102114864579461,1496.8692872584613,,5.4952455507365405,0.7232867543901127,119739.62682583096,0.00010563230398961368,22.28698999573512,1.011
12806,2023-06-18 13:00:00,,,"22,6","32,9","0,5",0.9865,,37.0,57.0,12.0,,2.7,3.5250000000000004,307.0,302.0,,302.75,298.65,298.65,298.75,"0,192","0,152",,"0,257",549.0,352.0,197.0,"423,1","1102,4",1.0,,0.9429646091276616,5.596667995940383,0.35121886422475057,,2189.4208559292556,,,,,-2.196135976466384,1.342378250104989,0.03782858745704619,1490.015519897713,-68.8055702905094,,,56.173134194862854,6.352593367343559e-05,50.77135207477795,1.0102
21419,2024-06-11 10:00:00,,,"24,6",34,0.1,,,15.0,8.0,3.0,"0,66",3.9,,168.0,155.0,"17,3",,,299.15,299.35,"0,176","0,187",,"0,282",615.0,478.0,137.0,"665,9","952,3",1.0,,1.1155911446545834,,0.30354946979396724,4.895173080962562,2201.734073358241,,,,,4.869060969314867,1.1711982833353798,0.00199999107024416,1516.5788703828941,-67.03729012594864,2.366627674900188,0.3252423698438798,226.97415736278427,0.00019327844049852626,40.82538501462638,1.0139
2285,2022-04-06 04:00:00,,11.8,"20,2",,0,0.9873,25.0,,3.0,26.0,"0,14",4.125,5.475,,303.0,"8,6",,297.95,298.65,298.54999999999995,"0,276","0,287","0,298","0,309",0.0,0.0,0.0,0,,0.0,0.0,2.376596647948614,4.853758895627568,0.3169779313218016,,2182.755455681772,,,,,4.104930139326932,,,1486.5277722533676,,4.2275922653066065,0.5256235011056485,107359.42520355279,9.824462139782855e-05,,1.0116
11667,2023-05-02 02:00:00,296.95,12.1,"22,6",,0,0.9857,,21.0,12.0,,"0,21",0.375,1.95,,,"2,5",,298.54999999999995,,298.54999999999995,"0,296","0,295","0,242","0,283",0.0,,0.0,0,0,,,1.1727814165871362,6.010207946642514,,5.156255887761779,2220.2619952673667,2032.1044537627847,8.154262926880167,395.127902455346,2.9386730704711144,7.714470152836655,1.7346540909920636,0.018530535711610535,1493.2449120786991,-67.72886294639255,2.659647194856554,,,3.234114973021428e-05,12.476433337615532,1.0097
15312,2023-09-30 23:00:00,295.15,,"20,7","25,5",0,,100.0,99.0,0.0,77.0,"0,19",3.9,6.449999999999999,,303.0,"9,7",,300.85,299.04999999999995,298.15,"0,079","0,07","0,128","0,225",0.0,0.0,0.0,0,0,0.0,0.0,0.11060973546292585,6.1211874579586265,0.390912183314939,5.137427388547709,2167.187796916202,2079.9283125278407,8.245036769698562,365.52689350911925,2.883502640499529,-13.862746404779163,0.15315246660175355,0.02134146229089084,1487.4833413392882,-79.37519830811289,0.9647281399505945,0.1785469188442735,16056.284771812914,3.3568734244518065e-05,99.84044636675169,1.0148
3095,2022-05-09 22:00:00,297.25,,"23,2","29,1",0,,31.0,,0.0,,"0,16",3.3000000000000003,3.75,305.0,,"6,5",297.95,299.25,298.75,298.54999999999995,"0,299",,,"0,302",,0.0,0.0,0,0,0.0,0.0,1.6213405699415593,5.034436649033765,0.32774079739224243,4.860982317728529,2206.9540053123505,2052.145706068334,,,2.704851363045952,3.0262182625005813,1.9199346293815989,0.03370970882527422,1482.219677703787,-62.74615884593311,3.265274214364508,0.39941217275016727,20650.193408507002,7.051881197810783e-05,,1.0101
1678,2022-03-11 21:00:00,,12.400000000000002,"22,5",28,0,0.9837,46.0,2.0,24.0,100.0,"0,25",,10.35,,311.0,,,298.85,298.35,298.54999999999995,,"0,311",,"0,296",0.0,,0.0,0,0,0.0,0.0,2.6230198405384915,4.100773909399869,0.28364735970321336,,2187.18637302831,,,,,18.681780017774102,1.551818114474784,0.01743773153088118,1499.367969254197,-68.62828808274973,4.732260463862511,0.6004730282264027,969169.1405303612,1.5043683385021492e-05,12.720011589724143,1.0077
7365,,,11.200000000000005,"22,9","28,8",,0.988,44.0,11.0,7.0,100.0,"0,13",,3.225,,85.0,"13,3",298.75,299.25,298.04999999999995,298.04999999999995,"0,316","0,324","0,25","0,332",0.0,0.0,,,,0.0,0.0,0.6053744714220853,5.241496738591188,0.3327177522127413,,2180.1098835834787,,,,,-12.736563094203353,0.1,0.021659987937555653,1491.1428727208051,-71.6956031146504,2.1365453012844537,0.24449372031138392,46103.774979353984,5.86118021183217e-05,78.6411713982697,1.0121
2115,2022-03-30 02:00:00,296.54999999999995,,"21,6","27,7",0,0.9856,,25.0,,50.0,"0,3",2.475,4.800000000000001,354.0,308.0,"9,7",297.65,299.25,298.75,298.54999999999995,"0,286",,"0,313","0,31",0.0,,0.0,,0,,0.0,3.3912519502107443,3.559577157633232,0.2265044971474596,4.077726817834975,2204.3723452100435,2066.3596952213147,,384.45014102955867,2.69709913175543,-1.7916181436864131,2.30272393446709,0.004809218501555595,1502.3523912686242,-66.71849943383087,5.777852636786849,0.7463456712192964,111625.44150381477,0.00019399055717339597,19.972148317791504,1.0097
20648,2024-05-10 07:00:00,,13.3,"23,1","30,4",0.0,0.9878,,6.0,,60.0,"0,33",,0.375,270.0,225.0,"6,1",297.04999999999995,298.15,299.15,299.35,,"0,191","0,225","0,299",123.0,,41.0,"435,2","246,1",1.0,,1.8070648578257522,4.301183602952003,0.28758114484147784,4.792714689277628,2183.817541600394,,,,,9.773074887414742,1.753429303476099,0.005443552347814216,1495.4646908369955,-60.60314612207435,3.817445455883757,0.4833398000520959,140.3994302547654,6.426820847604131e-05,12.818489399938477,1.0118
2274,,,13.0,,"29,2","0,2",0.9863,,29.0,45.0,25.0,"0,32",3.5250000000000004,5.1,279.0,270.0,"18,7",,299.45,298.54999999999995,298.54999999999995,"0,305","0,296","0,297","0,309",74.0,5.0,69.0,,"391,2",1.0,0.0,2.193207134229162,5.07974129885975,0.3306991750769596,5.27356191765164,,,,,,11.605658299984423,2.3079999602625723,0.012522883065841714,1514.1065085368039,-73.47635853480367,4.394822357387698,0.5081239469811017,153.61433058557049,5.357928758411361e-05,11.957355553084467,1.0103
12251,2023-05-26 10:00:00,301.95,22.3,"20,1","32,2",,0.9903,,0.0,0.0,2.0,,7.5,,120.0,114.0,,301.04999999999995,298.04999999999995,298.65,298.65,"0,085","0,128","0,17",,712.0,626.0,,"846,9","985,6",1.0,60.0,,5.939767272707149,,5.5125716001381635,2180.779750638403,2010.9896402545498,7.953954819754035,,2.286598034668099,17.408896547055374,1.3421846649372555,0.019433112152035553,1497.9903938698617,,3.5916954653098774,,,0.00017576179154594118,,1.0141
20708,2024-05-12 19:00:00,297.95,,"23,8","30,2",,0.987,92.0,61.0,14.0,,"0,18",,3.375,345.0,299.0,"6,8",299.75,300.45,299.35,299.35,"0,222","0,199","0,215","0,297",0.0,0.0,0.0,0,0,0.0,0.0,1.7713690234894484,4.29784027124021,0.26075749210786464,4.634081770324738,2226.1251027737853,2049.2692843041214,8.088620920982825,392.0822546256001,2.5241874700189975,-0.922097401183327,1.7257437486306755,0.013939251422075504,1513.127312108235,-62.70419719032225,4.383672530170916,0.4818690295370577,43703.60306806848,9.46121096537319e-05,28.332056575322852,1.011
3245,2022-05-16 04:00:00,,,,"27,5",,0.987,100.0,,16.0,39.0,"0,26",2.7,,270.0,270.0,5,,298.54999999999995,299.04999999999995,298.65,"0,301","0,291","0,276","0,301",0.0,0.0,0.0,0,0,0.0,0.0,1.8716995155032392,4.406046146006053,0.26936923172211685,4.327311541885502,2178.81584523752,2074.1497108340586,8.14838947700374,387.75567359444346,,9.415747514421174,2.1090022494816534,0.006253499172852325,,-67.80421534534248,3.8394575699548064,0.5045265424174361,,0.0001282516704586325,23.680475805160096,1.0111
17921,2024-01-17 16:00:00,299.15,14.5,"23,3","30,7",1.0,0.9833,,32.0,29.0,100.0,"0,5",,,307.0,311.0,31,300.35,,299.54999999999995,299.45,"0,331",,,"0,249",138.0,10.0,128.0,"17,5","808,2",1.0,0.0,3.5062603569284314,4.026878671000524,0.21994816796391825,4.362892413456235,2176.7863726891815,2058.195632306909,8.014489404051565,434.5245280704233,2.4284148166201134,-7.738472834438452,1.5340989766752253,0.009603072369857427,1503.251030414602,-58.1389855513072,5.945739996685766,0.6950427922231079,13079.246084756476,6.428171870584895e-05,36.29662642621916,1.0071
6183,2022-09-15 14:00:00,,18.4,"22,1","31,1","0,1",,95.0,100.0,,,,,,,163.0,31,301.04999999999995,298.25,298.04999999999995,298.04999999999995,"0,271","0,272","0,238","0,256",691.0,463.0,228.0,"541,2","1157,3",,60.0,,6.186002996841798,0.3832894529643859,,2159.439683123222,,,,,-16.123108438502744,0.7851114636945853,0.022360720791502517,,,0.8008455409818791,0.12754779432482566,568.0528915361755,0.00014798691674321933,84.13346374483152,1.0112
